B.Code,value,table,field,issue,issue_addressed,addressed_by_whom,notes
SP0042,10JuteFI+WW/10JuteRI+WW/11RoselleFI+WW/11RoselleRI+WW/12LettuceFI+WW/12LettuceRI+WW/13CarrotFI+WW/13CarrotRI+WW/1MaizeFI+WW/1MaizeRI+WW/2LettuceFI+WW/2LettuceRI+WW/3CabbageFI+WW/3CabbageRI+WW/4AmaranthFI+WW/4AmaranthRI+WW/5LettuceFI+WW/5LettuceRI+WW/6AmaranthFI+WW/6AmaranthRI+WW/7JuteFI+WW/7JuteRI+WW/8JuteFI+WW/8JuteRI+WW/9AmaranthFI+WW/9AmaranthRI+WW,Irrig.Method,I.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
