B.Code,filename,issue,issue_addressed,addressed_by_whom,notes
CJ0001,V2.0.28 - CJ0001.xlsm,Problem with intercropping tab structure (AF.Level.Name duplicated C.Name missing?).,FALSE,"",""
CJ0077,V2.0.28 - CJ0077.xlsm,Problem with intercropping tab structure (AF.Level.Name duplicated C.Name missing?).,FALSE,"",""
HK0157,V2.0.28 - HK0157.xlsm,Problem with intercropping tab structure (AF.Level.Name duplicated C.Name missing?).,FALSE,"",""
JO0217,V2.0.28 - JO0217.xlsm,Problem with intercropping tab structure (AF.Level.Name duplicated C.Name missing?).,FALSE,"",""
LM0321,V2.0.28 - LM0321.xlsm,Problem with intercropping tab structure (AF.Level.Name duplicated C.Name missing?).,FALSE,"",""
NN0427,V2.0.28 - NN0427.xlsm,Problem with intercropping tab structure (AF.Level.Name duplicated C.Name missing?).,FALSE,"",""
