filename,B.Code,issue,issue_addressed,addressed_by_whom,notes
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0062.xlsm,NM0062,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0064.xlsm,NM0064,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0065.xlsm,NM0065,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0066.xlsm,NM0066,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0067.xlsm,NM0067,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0068.xlsm,NM0068,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0069.xlsm,NM0069,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0070.xlsm,NM0070,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0071.xlsm,NM0071,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0072.xlsm,NM0072,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0073.xlsm,NM0073,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0074.xlsm,NM0074,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0075.xlsm,NM0075,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0076.xlsm,NM0076,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0077.xlsm,NM0077,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0450.xlsm,NN0450,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0451.xlsm,NN0451,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0453.xlsm,NN0453,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0454.xlsm,NN0454,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0455.xlsm,NN0455,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0456.xlsm,NN0456,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0457.xlsm,NN0457,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0458.xlsm,NN0458,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0459.xlsm,NN0459,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0460.xlsm,NN0460,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0461.xlsm,NN0461,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0462.xlsm,NN0462,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0463.xlsm,NN0463,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0464.xlsm,NN0464,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0465.xlsm,NN0465,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0466.xlsm,NN0466,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0467.xlsm,NN0467,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0468.xlsm,NN0468,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0469.xlsm,NN0469,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0470.xlsm,NN0470,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NN0471.xlsm,NN0471,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - SP0025.xlsm,SP0025,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - SP0026.xlsm,SP0026,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - SP0027.xlsm,SP0027,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - SP0029.xlsm,SP0029,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - SP0033.xlsm,SP0033,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - SP0034.xlsm,SP0034,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - AC0145.xlsm,AC0145,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - AC0146.xlsm,AC0146,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - AC0147.xlsm,AC0147,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - AC0148.xlsm,AC0148,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - AC0149.xlsm,AC0149,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0008.xlsm,JO0008,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0011.xlsm,JO0011,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0062.xlsm,JO0062,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0083.xlsm,JO0083,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0092.xlsm,JO0092,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0093.xlsm,JO0093,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0094.xlsm,JO0094,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - JO0095.xlsm,JO0095,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - SP0035.xlsm,SP0035,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.22 - SP0036.xlsm,SP0036,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0150.xlsm,AC0150,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0151.xlsm,AC0151,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0152.xlsm,AC0152,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0153.xlsm,AC0153,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0154.xlsm,AC0154,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0155.xlsm,AC0155,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0156.xlsm,AC0156,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0157.xlsm,AC0157,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0158.xlsm,AC0158,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0159.xlsm,AC0159,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0161.xlsm,AC0161,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0162.xlsm,AC0162,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0163.xlsm,AC0163,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0164.xlsm,AC0164,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0165.xlsm,AC0165,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0167.xlsm,AC0167,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0168.xlsm,AC0168,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0169.xlsm,AC0169,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0170.xlsm,AC0170,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0171.xlsm,AC0171,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0172.xlsm,AC0172,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0173.xlsm,AC0173,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - AC0175.xlsm,AC0175,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0099.xlsm,CJ0099,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0100.xlsm,CJ0100,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0101.xlsm,CJ0101,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0102.xlsm,CJ0102,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0103.xlsm,CJ0103,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0104.xlsm,CJ0104,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0105.xlsm,CJ0105,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0106.xlsm,CJ0106,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0107.xlsm,CJ0107,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0108.xlsm,CJ0108,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0109.xlsm,CJ0109,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0110.xlsm,CJ0110,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0111.xlsm,CJ0111,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0112.xlsm,CJ0112,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0113.xlsm,CJ0113,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0114.xlsm,CJ0114,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0115.xlsm,CJ0115,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0117.xlsm,CJ0117,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0118.xlsm,CJ0118,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0119.xlsm,CJ0119,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0120.xlsm,CJ0120,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0121.xlsm,CJ0121,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0122.xlsm,CJ0122,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0123.xlsm,CJ0123,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0124.xlsm,CJ0124,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0125.xlsm,CJ0125,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0126.xlsm,CJ0126,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0127.xlsm,CJ0127,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0128.xlsm,CJ0128,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0129.xlsm,CJ0129,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0130.xlsm,CJ0130,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0131.xlsm,CJ0131,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0132.xlsm,CJ0132,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0133.xlsm,CJ0133,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0134.xlsm,CJ0134,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0136.xlsm,CJ0136,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0137.xlsm,CJ0137,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0138.xlsm,CJ0138,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0139.xlsm,CJ0139,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0140.xlsm,CJ0140,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0141.xlsm,CJ0141,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0142.xlsm,CJ0142,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0143.xlsm,CJ0143,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0144.xlsm,CJ0144,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0145.xlsm,CJ0145,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0146.xlsm,CJ0146,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0148.xlsm,CJ0148,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0149.xlsm,CJ0149,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0151.xlsm,CJ0151,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0152.xlsm,CJ0152,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0153.xlsm,CJ0153,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0154.xlsm,CJ0154,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0155.xlsm,CJ0155,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0156.xlsm,CJ0156,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0157.xlsm,CJ0157,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0158.xlsm,CJ0158,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0159.xlsm,CJ0159,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0160.xlsm,CJ0160,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0161.xlsm,CJ0161,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0162.xlsm,CJ0162,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0163.xlsm,CJ0163,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0165.xlsm,CJ0165,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0166.xlsm,CJ0166,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0167.xlsm,CJ0167,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0168.xlsm,CJ0168,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0169.xlsm,CJ0169,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0170.xlsm,CJ0170,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0171.xlsm,CJ0171,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0172.xlsm,CJ0172,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0173.xlsm,CJ0173,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0174.xlsm,CJ0174,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0175.xlsm,CJ0175,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0177.xlsm,CJ0177,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0178.xlsm,CJ0178,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0179.xlsm,CJ0179,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0180.xlsm,CJ0180,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - CJ0181.xlsm,CJ0181,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0001.xlsm,JO0001,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0096.xlsm,JO0096,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0097.xlsm,JO0097,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0098.xlsm,JO0098,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0099.xlsm,JO0099,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0100.xlsm,JO0100,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0101.xlsm,JO0101,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0102.xlsm,JO0102,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0103.xlsm,JO0103,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0104.xlsm,JO0104,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0106.xlsm,JO0106,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0107.xlsm,JO0107,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0108.xlsm,JO0108,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0109.xlsm,JO0109,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0110.xlsm,JO0110,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0111.xlsm,JO0111,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0114.xlsm,JO0114,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0115.xlsm,JO0115,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0116.xlsm,JO0116,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0118.xlsm,JO0118,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0119.xlsm,JO0119,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0120.xlsm,JO0120,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0121.xlsm,JO0121,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0122.xlsm,JO0122,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0123.xlsm,JO0123,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0124.xlsm,JO0124,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0125.xlsm,JO0125,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0126.xlsm,JO0126,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0127.xlsm,JO0127,Excel import failed,FALSE,"",""
