filename,B.Code,issue,issue_addressed,addressed_by_whom,notes
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - JO0050.xlsm,JO0050,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - JO0051.xlsm,JO0051,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - NM0031.xlsm,NM0031,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - NN0446.xlsm,NN0446,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - NN0447.xlsm,NN0447,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - NN0448.xlsm,NN0448,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - NN0449.xlsm,NN0449,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - NN0452.xlsm,NN0452,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - SP0018.xlsm,SP0018,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - SP0019.xlsm,SP0019,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - SP0020.xlsm,SP0020,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - SP0021.xlsm,SP0021,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - SP0022.xlsm,SP0022,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.20 - SP0024.xlsm,SP0024,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0076.xlsm,AC0076,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0077.1.xlsm,AC0077.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0077.2.xlsm,AC0077.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0077.3.xlsm,AC0077.3,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0079.xlsm,AC0079,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0080.xlsm,AC0080,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0081.xlsm,AC0081,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0082.xlsm,AC0082,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0083.xlsm,AC0083,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0084.xlsm,AC0084,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0085.xlsm,AC0085,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0087.xlsm,AC0087,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0088.xlsm,AC0088,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0089.xlsm,AC0089,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0090.xlsm,AC0090,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0091.xlsm,AC0091,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0092.xlsm,AC0092,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0093.xlsm,AC0093,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0094.xlsm,AC0094,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0096.xlsm,AC0096,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0097.xlsm,AC0097,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0098.xlsm,AC0098,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0099.xlsm,AC0099,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0100.xlsm,AC0100,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0101.xlsm,AC0101,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0102.xlsm,AC0102,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0103.xlsm,AC0103,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0105.xlsm,AC0105,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0106.xlsm,AC0106,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0107.xlsm,AC0107,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0109.xlsm,AC0109,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0110.xlsm,AC0110,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0111.xlsm,AC0111,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0112.xlsm,AC0112,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0113.xlsm,AC0113,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0114.xlsm,AC0114,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0115.xlsm,AC0115,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0116.xlsm,AC0116,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0117.xlsm,AC0117,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0118.xlsm,AC0118,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0119.xlsm,AC0119,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0120.xlsm,AC0120,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0121.xlsm,AC0121,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0122.xlsm,AC0122,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0124.xlsm,AC0124,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0125.xlsm,AC0125,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0126.xlsm,AC0126,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0127.xlsm,AC0127,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0128.xlsm,AC0128,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0129.xlsm,AC0129,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0130.xlsm,AC0130,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0131.xlsm,AC0131,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0132.xlsm,AC0132,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0133.xlsm,AC0133,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0134.xlsm,AC0134,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0135.xlsm,AC0135,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0136.xlsm,AC0136,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0137.xlsm,AC0137,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0138.xlsm,AC0138,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0139.xlsm,AC0139,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0140.xlsm,AC0140,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0141.xlsm,AC0141,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0142.xlsm,AC0142,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0143.xlsm,AC0143,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - AC0144.xlsm,AC0144,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0050.xlsm,CJ0050,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0051.xlsm,CJ0051,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0052.xlsm,CJ0052,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0053.xlsm,CJ0053,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0054.xlsm,CJ0054,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0055.xlsm,CJ0055,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0056.xlsm,CJ0056,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0057.xlsm,CJ0057,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0058.xlsm,CJ0058,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0059.xlsm,CJ0059,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0060 .xlsm,CJ0060,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0061.xlsm,CJ0061,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0062.xlsm,CJ0062,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0063.xlsm,CJ0063,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0064.xlsm,CJ0064,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0065.xlsm,CJ0065,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0066.xlsm,CJ0066,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0067.xlsm,CJ0067,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0068.xlsm,CJ0068,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0071.xlsm,CJ0071,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0072.xlsm,CJ0072,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0073.xlsm,CJ0073,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0074.xlsm,CJ0074,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0075.xlsm,CJ0075,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0076.xlsm,CJ0076,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0078.xlsm,CJ0078,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0079.xlsm,CJ0079,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0080.xlsm,CJ0080,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0081.xlsm,CJ0081,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0082.xlsm,CJ0082,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0084.xlsm,CJ0084,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0085.xlsm,CJ0085,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0086.xlsm,CJ0086,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0087.xlsm,CJ0087,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0088.xlsm,CJ0088,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0089.xlsm,CJ0089,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0090.xlsm,CJ0090,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0091.xlsm,CJ0091,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0093.xlsm,CJ0093,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0094.xlsm,CJ0094,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0095.xlsm,CJ0095,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0096.xlsm,CJ0096,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0097.xlsm,CJ0097,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - CJ0098.xlsm,CJ0098,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - HK0253.xlsm,HK0253,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0052.xlsm,JO0052,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0053.xlsm,JO0053,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0054.xlsm,JO0054,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0055.xlsm,JO0055,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0057.xlsm,JO0057,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0059.xlsm,JO0059,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0060.xlsm,JO0060,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0061.xlsm,JO0061,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0063.xlsm,JO0063,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0064.xlsm,JO0064,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0065.xlsm,JO0065,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0066.xlsm,JO0066,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0067.xlsm,JO0067,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0068.xlsm,JO0068,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0069.xlsm,JO0069,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0070.xlsm,JO0070,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0072.xlsm,JO0072,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0073.xlsm,JO0073,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0074.xlsm,JO0074,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0075.xlsm,JO0075,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0076.xlsm,JO0076,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0077.xlsm,JO0077,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0078.xlsm,JO0078,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0079.xlsm,JO0079,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0080.xlsm,JO0080,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0081.xlsm,JO0081,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0082.xlsm,JO0082,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0084.xlsm,JO0084,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0085.xlsm,JO0085,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0086.xlsm,JO0086,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0087.xlsm,JO0087,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0088.xlsm,JO0088,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0089.xlsm,JO0089,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0090.xlsm,JO0090,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - JO0091.xlsm,JO0091,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0022.xlsm,NM0022,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0023.xlsm,NM0023,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0024.xlsm,NM0024,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0028.xlsm,NM0028,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0029.xlsm,NM0029,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0030.xlsm,NM0030,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0032.xlsm,NM0032,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0033.xlsm,NM0033,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0034.xlsm,NM0034,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0035.xlsm,NM0035,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0036.xlsm,NM0036,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0037.xlsm,NM0037,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0038.xlsm,NM0038,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0039.xlsm,NM0039,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0040.xlsm,NM0040,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0041.xlsm,NM0041,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0042.xlsm,NM0042,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0043.xlsm,NM0043,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0045.xlsm,NM0045,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0046.xlsm,NM0046,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0047.xlsm,NM0047,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0048.xlsm,NM0048,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0053.xlsm,NM0053,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0056.xlsm,NM0056,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0057.xlsm,NM0057,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0059.xlsm,NM0059,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0060.xlsm,NM0060,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.21 - NM0061.xlsm,NM0061,Excel import failed,FALSE,"",""
