EU,Product.Type,Product.Subtype,Product.Simple,Unknown.Fate,Mulched,Incorp,master_table,issue,issue_addressed,addressed_by_whom,notes
d13,Plant,Fibre & Wood,Silk Cocoon,NA,NA,NA,Prod,No mulch codes present for plant product type.,FALSE,"",""
